body,label
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Final notice: click here to keep your account active: http://google-support-610.com.info/secure/,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
We noticed unusual login attempts. Confirm your account here: http://dropbox-reset-192.com.ru/reset/account/,1
We noticed unusual login attempts. Confirm your account here: http://chase-alert-500.com.tk,1
Your latest bank statement is now available in your online banking portal.,0
Your payment failed. Update your information: http://chase-secure-533.com.gq,1
Your payment failed. Update your information: http://amazon-unlock-995.com.ru/unlock/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Your latest bank statement is now available in your online banking portal.,0
Unlock your account by confirming your details here: http://ebay-signin-751.com.cn/signin/update/,1
Your account is at risk. Reactivate now: http://microsoft-support-555.com.cc/verify/,1
Unlock your account by confirming your details here: http://chase-reset-755.com.ml/secure/,1
The project is on track for completion. Let me know if you need anything else.,0
Your payment failed. Update your information: http://apple-account-879.com.cc/verify/,1
Final notice: click here to keep your account active: http://chase-reset-883.com.gq/reset/account/,1
Immediate action required: reset your password at http://ebay-verify-803.com.gq/verify/update/,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://amazon-confirm-456.com.info/confirm/",1
Final notice: click here to keep your account active: http://google-account-724.com.ru/verify/,1
Final notice: click here to keep your account active: http://dropbox-reset-170.com.top/reset/update/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Your password was changed successfully. No further action is needed.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Security alert! Review activity: http://paypal-verify-983.com.tk/secure/,1
Thank you for your feedback. We appreciate your input.,0
Your account will be deleted if not verified: http://apple-support-415.com.pw,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://ebay-confirm-976.com.gq/secure/",1
Unlock your account by confirming your details here: http://facebook-alert-719.com.pw/alert/update/,1
Welcome to our weekly newsletter. Here are the top stories...,0
We noticed unusual login attempts. Confirm your account here: http://facebook-reset-336.com.tk/reset/,1
Immediate action required: reset your password at http://paypal-account-740.com.ml/account/account/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Your latest bank statement is now available in your online banking portal.,0
Your account settings have been updated as requested.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://google-support-356.com.info/secure/",1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://amazon-bank-619.com.ru/bank/",1
Your latest bank statement is now available in your online banking portal.,0
Your payment failed. Update your information: http://microsoft-secure-486.com.cc,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://dropbox-signin-500.com.xyz",1
Your password was changed successfully. No further action is needed.,0
Your payment failed. Update your information: http://bankofamerica-signin-136.com.top/secure/,1
Your account will be deleted if not verified: http://apple-alert-925.com.pw/secure/,1
Welcome to our weekly newsletter. Here are the top stories...,0
Your account will be deleted if not verified: http://dropbox-login-746.com.ml/verify/,1
You're invited to our annual event! RSVP here.,0
Your account settings have been updated as requested.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Final notice: click here to keep your account active: http://google-bank-455.com.cn/verify/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your password was changed successfully. No further action is needed.,0
We noticed unusual login attempts. Confirm your account here: http://microsoft-bank-844.com.top/bank/update/,1
The project is on track for completion. Let me know if you need anything else.,0
Security alert! Review activity: http://bankofamerica-confirm-409.com.ml/secure/,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://microsoft-account-225.com.tk/verify/",1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://paypal-support-980.com.pw/verify/",1
Welcome to our weekly newsletter. Here are the top stories...,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Security alert! Review activity: http://amazon-account-860.com.cn/account/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Final notice: click here to keep your account active: http://paypal-bank-814.com.gq/verify/,1
Immediate action required: reset your password at http://facebook-verify-555.com.gq/verify/,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://microsoft-security-527.com.xyz/secure/",1
Your password was changed successfully. No further action is needed.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://google-secure-527.com.tk/secure/",1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
We noticed unusual login attempts. Confirm your account here: http://apple-bank-680.com.ru/bank/,1
Immediate action required: reset your password at http://google-account-159.com.xyz/secure/,1
Thank you for your feedback. We appreciate your input.,0
Unlock your account by confirming your details here: http://chase-unlock-506.com.gq/unlock/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your account settings have been updated as requested.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://apple-security-639.com.ru/security/account/",1
Your account will be deleted if not verified: http://dropbox-unlock-917.com.ru/unlock/account/,1
Your password was changed successfully. No further action is needed.,0
We noticed unusual login attempts. Confirm your account here: http://dropbox-confirm-120.com.pw/confirm/update/,1
Your account will be deleted if not verified: http://dropbox-bank-385.com.pw/bank/,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://dropbox-update-489.com.pw/update/update/",1
Unlock your account by confirming your details here: http://apple-bank-198.com.xyz/bank/update/,1
Welcome to our weekly newsletter. Here are the top stories...,0
Your payment failed. Update your information: http://paypal-update-249.com.ml/update/account/,1
Immediate action required: reset your password at http://dropbox-support-804.com.ml/verify/,1
Immediate action required: reset your password at http://bankofamerica-secure-363.com.gq/secure/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Your account is at risk. Reactivate now: http://paypal-login-627.com.top/verify/,1
The project is on track for completion. Let me know if you need anything else.,0
Immediate action required: reset your password at http://bankofamerica-account-107.com.tk/account/update/,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
The project is on track for completion. Let me know if you need anything else.,0
Unlock your account by confirming your details here: http://apple-secure-935.com.gq/secure/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your account is at risk. Reactivate now: http://ebay-support-874.com.xyz/verify/,1
Your account is at risk. Reactivate now: http://amazon-verify-227.com.info/verify/account/,1
Immediate action required: reset your password at http://dropbox-secure-904.com.pw,1
Your payment failed. Update your information: http://facebook-alert-775.com.top/secure/,1
Thank you for your feedback. We appreciate your input.,0
Your password was changed successfully. No further action is needed.,0
Your payment failed. Update your information: http://microsoft-unlock-719.com.pw/unlock/,1
Your payment failed. Update your information: http://facebook-account-180.com.cn/account/,1
Unlock your account by confirming your details here: http://google-unlock-266.com.ru/secure/,1
Thank you for your feedback. We appreciate your input.,0
Unlock your account by confirming your details here: http://google-account-992.com.cc/account/,1
Thank you for your feedback. We appreciate your input.,0
Final notice: click here to keep your account active: http://amazon-reset-999.com.cn/reset/,1
Thank you for your feedback. We appreciate your input.,0
Security alert! Review activity: http://paypal-alert-425.com.xyz,1
Your latest bank statement is now available in your online banking portal.,0
Immediate action required: reset your password at http://microsoft-alert-159.com.cn/verify/,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
We noticed unusual login attempts. Confirm your account here: http://dropbox-update-799.com.ml/update/account/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your account will be deleted if not verified: http://bankofamerica-confirm-844.com.cn/confirm/account/,1
The project is on track for completion. Let me know if you need anything else.,0
The project is on track for completion. Let me know if you need anything else.,0
Security alert! Review activity: http://facebook-signin-336.com.ru/verify/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://dropbox-bank-757.com.pw/bank/update/",1
Immediate action required: reset your password at http://facebook-security-918.com.ml/security/,1
Unlock your account by confirming your details here: http://google-signin-274.com.ml/secure/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://amazon-verify-547.com.gq/verify/account/",1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your payment failed. Update your information: http://google-secure-811.com.ml/secure/update/,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
The project is on track for completion. Let me know if you need anything else.,0
Your account is at risk. Reactivate now: http://bankofamerica-confirm-962.com.gq/secure/,1
Your account settings have been updated as requested.,0
Thank you for your feedback. We appreciate your input.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://bankofamerica-support-593.com.ml/support/",1
Your account is at risk. Reactivate now: http://facebook-signin-157.com.ru/signin/,1
The project is on track for completion. Let me know if you need anything else.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
The project is on track for completion. Let me know if you need anything else.,0
Your payment failed. Update your information: http://bankofamerica-confirm-466.com.ml/confirm/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://bankofamerica-support-504.com.pw/support/update/",1
Immediate action required: reset your password at http://ebay-reset-858.com.xyz/secure/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
We noticed unusual login attempts. Confirm your account here: http://google-account-491.com.cn/account/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
You're invited to our annual event! RSVP here.,0
Security alert! Review activity: http://amazon-update-330.com.top,1
Immediate action required: reset your password at http://amazon-security-326.com.ru/security/update/,1
Welcome to our weekly newsletter. Here are the top stories...,0
Unlock your account by confirming your details here: http://chase-account-758.com.info/account/update/,1
Your latest bank statement is now available in your online banking portal.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://dropbox-unlock-346.com.top/verify/",1
Your password was changed successfully. No further action is needed.,0
Security alert! Review activity: http://paypal-secure-787.com.cc/secure/account/,1
Your password was changed successfully. No further action is needed.,0
Thank you for your feedback. We appreciate your input.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://apple-account-162.com.xyz/account/update/",1
Your account settings have been updated as requested.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Your account is at risk. Reactivate now: http://facebook-signin-292.com.gq/verify/,1
Security alert! Review activity: http://google-alert-881.com.cn/verify/,1
Your payment failed. Update your information: http://google-unlock-307.com.ru/unlock/update/,1
Final notice: click here to keep your account active: http://microsoft-bank-745.com.ru/verify/,1
Thank you for your feedback. We appreciate your input.,0
Your latest bank statement is now available in your online banking portal.,0
Security alert! Review activity: http://apple-login-466.com.cc/secure/,1
Your account is at risk. Reactivate now: http://dropbox-alert-979.com.ru/verify/,1
Unlock your account by confirming your details here: http://microsoft-verify-188.com.top/verify/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
We noticed unusual login attempts. Confirm your account here: http://ebay-login-300.com.top/login/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://bankofamerica-reset-427.com.ru/verify/",1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your latest bank statement is now available in your online banking portal.,0
Thank you for your feedback. We appreciate your input.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://microsoft-update-562.com.pw/verify/",1
Security alert! Review activity: http://dropbox-signin-642.com.cc/signin/account/,1
You're invited to our annual event! RSVP here.,0
Your password was changed successfully. No further action is needed.,0
Welcome to our weekly newsletter. Here are the top stories...,0
We noticed unusual login attempts. Confirm your account here: http://amazon-login-337.com.ru/verify/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
The project is on track for completion. Let me know if you need anything else.,0
Thank you for your feedback. We appreciate your input.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://apple-support-444.com.top/verify/",1
Welcome to our weekly newsletter. Here are the top stories...,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your latest bank statement is now available in your online banking portal.,0
Security alert! Review activity: http://dropbox-login-112.com.ru/login/,1
Unlock your account by confirming your details here: http://bankofamerica-verify-185.com.cn/verify/,1
We noticed unusual login attempts. Confirm your account here: http://paypal-secure-946.com.top/secure/update/,1
Security alert! Review activity: http://ebay-verify-473.com.xyz/secure/,1
Unlock your account by confirming your details here: http://ebay-signin-300.com.ml/signin/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://ebay-alert-660.com.top/secure/",1
The project is on track for completion. Let me know if you need anything else.,0
Unlock your account by confirming your details here: http://paypal-security-802.com.xyz,1
Your latest bank statement is now available in your online banking portal.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
You're invited to our annual event! RSVP here.,0
Your payment failed. Update your information: http://paypal-signin-249.com.gq/signin/account/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Immediate action required: reset your password at http://google-support-201.com.xyz/support/update/,1
We noticed unusual login attempts. Confirm your account here: http://paypal-secure-602.com.info/verify/,1
Final notice: click here to keep your account active: http://dropbox-confirm-549.com.ru/confirm/update/,1
Your account will be deleted if not verified: http://bankofamerica-security-950.com.top/security/,1
You're invited to our annual event! RSVP here.,0
Immediate action required: reset your password at http://chase-secure-901.com.cn/secure/update/,1
Thank you for your feedback. We appreciate your input.,0
Your account settings have been updated as requested.,0
Your account will be deleted if not verified: http://dropbox-alert-777.com.ru/alert/,1
Your account is at risk. Reactivate now: http://bankofamerica-signin-963.com.tk/secure/,1
Your account settings have been updated as requested.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
You're invited to our annual event! RSVP here.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://amazon-account-962.com.tk/account/",1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Your account will be deleted if not verified: http://dropbox-security-605.com.ru/secure/,1
Your payment failed. Update your information: http://apple-account-767.com.xyz/secure/,1
The project is on track for completion. Let me know if you need anything else.,0
The project is on track for completion. Let me know if you need anything else.,0
Immediate action required: reset your password at http://ebay-confirm-337.com.cn/confirm/update/,1
Your payment failed. Update your information: http://microsoft-alert-205.com.ru,1
Welcome to our weekly newsletter. Here are the top stories...,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://ebay-confirm-886.com.tk",1
Your account will be deleted if not verified: http://amazon-bank-619.com.pw/verify/,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://apple-unlock-423.com.tk/unlock/",1
Unlock your account by confirming your details here: http://dropbox-bank-379.com.info/bank/update/,1
Your password was changed successfully. No further action is needed.,0
Thank you for your feedback. We appreciate your input.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your account settings have been updated as requested.,0
The project is on track for completion. Let me know if you need anything else.,0
We noticed unusual login attempts. Confirm your account here: http://paypal-verify-505.com.info/verify/account/,1
Your password was changed successfully. No further action is needed.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Final notice: click here to keep your account active: http://ebay-bank-333.com.ru/bank/account/,1
Thank you for your feedback. We appreciate your input.,0
You're invited to our annual event! RSVP here.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://ebay-alert-733.com.top/alert/update/",1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://microsoft-secure-304.com.info/secure/",1
Your password was changed successfully. No further action is needed.,0
Your password was changed successfully. No further action is needed.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Unlock your account by confirming your details here: http://ebay-support-459.com.top/support/update/,1
Final notice: click here to keep your account active: http://chase-confirm-529.com.xyz/secure/,1
Your account is at risk. Reactivate now: http://dropbox-bank-703.com.ru,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Security alert! Review activity: http://microsoft-alert-923.com.xyz/alert/account/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Welcome to our weekly newsletter. Here are the top stories...,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
The project is on track for completion. Let me know if you need anything else.,0
Your account settings have been updated as requested.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://ebay-account-898.com.top",1
Thank you for your feedback. We appreciate your input.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Your password was changed successfully. No further action is needed.,0
Thank you for your feedback. We appreciate your input.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
The project is on track for completion. Let me know if you need anything else.,0
Unlock your account by confirming your details here: http://facebook-login-907.com.pw/login/,1
Your latest bank statement is now available in your online banking portal.,0
The project is on track for completion. Let me know if you need anything else.,0
Your password was changed successfully. No further action is needed.,0
Final notice: click here to keep your account active: http://chase-signin-897.com.tk/verify/,1
Thank you for your feedback. We appreciate your input.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://paypal-alert-851.com.info",1
We noticed unusual login attempts. Confirm your account here: http://google-alert-594.com.cc/verify/,1
Final notice: click here to keep your account active: http://facebook-secure-745.com.xyz/verify/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://bankofamerica-confirm-605.com.ml/confirm/",1
Immediate action required: reset your password at http://chase-bank-867.com.xyz/bank/update/,1
We noticed unusual login attempts. Confirm your account here: http://microsoft-bank-970.com.pw/bank/update/,1
Your latest bank statement is now available in your online banking portal.,0
Security alert! Review activity: http://chase-secure-566.com.cn,1
Your password was changed successfully. No further action is needed.,0
Your account is at risk. Reactivate now: http://microsoft-update-357.com.cc,1
Your password was changed successfully. No further action is needed.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://bankofamerica-update-180.com.xyz/verify/",1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Security alert! Review activity: http://ebay-update-483.com.ml/update/update/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://bankofamerica-reset-646.com.pw/reset/",1
Your password was changed successfully. No further action is needed.,0
Immediate action required: reset your password at http://facebook-verify-360.com.ru/secure/,1
The project is on track for completion. Let me know if you need anything else.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://amazon-reset-826.com.gq/reset/",1
Unlock your account by confirming your details here: http://amazon-reset-394.com.info,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://paypal-signin-268.com.gq/signin/update/",1
You're invited to our annual event! RSVP here.,0
Unlock your account by confirming your details here: http://amazon-reset-513.com.xyz/reset/,1
Welcome to our weekly newsletter. Here are the top stories...,0
Security alert! Review activity: http://paypal-update-946.com.tk/secure/,1
Your payment failed. Update your information: http://amazon-update-399.com.pw/secure/,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://ebay-signin-700.com.xyz/signin/account/",1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Thank you for your feedback. We appreciate your input.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://apple-login-920.com.cn/verify/",1
Immediate action required: reset your password at http://ebay-update-165.com.pw,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Your payment failed. Update your information: http://amazon-signin-224.com.cn,1
Your account will be deleted if not verified: http://ebay-login-415.com.xyz/login/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Your payment failed. Update your information: http://amazon-security-300.com.top/security/account/,1
Thank you for your feedback. We appreciate your input.,0
Your latest bank statement is now available in your online banking portal.,0
Welcome to our weekly newsletter. Here are the top stories...,0
Unlock your account by confirming your details here: http://amazon-login-853.com.pw,1
Unlock your account by confirming your details here: http://microsoft-alert-193.com.tk/alert/,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://dropbox-account-401.com.xyz",1
Final notice: click here to keep your account active: http://facebook-confirm-141.com.gq,1
Your account is at risk. Reactivate now: http://ebay-confirm-445.com.ml/confirm/,1
Your latest bank statement is now available in your online banking portal.,0
Your account is at risk. Reactivate now: http://chase-alert-400.com.tk/secure/,1
Your account will be deleted if not verified: http://paypal-support-970.com.cc/verify/,1
Unlock your account by confirming your details here: http://chase-account-803.com.xyz/account/account/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your latest bank statement is now available in your online banking portal.,0
Welcome to our weekly newsletter. Here are the top stories...,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://chase-confirm-686.com.pw/secure/",1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
We noticed unusual login attempts. Confirm your account here: http://google-confirm-724.com.info/confirm/account/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
The project is on track for completion. Let me know if you need anything else.,0
Your account will be deleted if not verified: http://microsoft-confirm-919.com.cn/confirm/,1
The project is on track for completion. Let me know if you need anything else.,0
Your account will be deleted if not verified: http://apple-confirm-393.com.info/confirm/update/,1
Immediate action required: reset your password at http://ebay-verify-512.com.pw/verify/update/,1
Immediate action required: reset your password at http://google-unlock-267.com.xyz/secure/,1
Immediate action required: reset your password at http://microsoft-update-454.com.xyz/secure/,1
Thank you for your feedback. We appreciate your input.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://google-unlock-374.com.ru/verify/",1
Welcome to our weekly newsletter. Here are the top stories...,0
Welcome to our weekly newsletter. Here are the top stories...,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
You're invited to our annual event! RSVP here.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://dropbox-security-712.com.gq/secure/",1
Final notice: click here to keep your account active: http://microsoft-support-341.com.tk/support/account/,1
Unlock your account by confirming your details here: http://ebay-unlock-953.com.xyz/secure/,1
Thank you for your feedback. We appreciate your input.,0
Welcome to our weekly newsletter. Here are the top stories...,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://google-bank-986.com.info",1
Your account settings have been updated as requested.,0
Your payment failed. Update your information: http://bankofamerica-alert-812.com.info/secure/,1
The project is on track for completion. Let me know if you need anything else.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://microsoft-support-593.com.cn",1
We noticed unusual login attempts. Confirm your account here: http://google-confirm-943.com.cc/verify/,1
We noticed unusual login attempts. Confirm your account here: http://bankofamerica-update-860.com.gq/update/account/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://amazon-verify-646.com.cn/verify/",1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://bankofamerica-support-168.com.gq",1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Welcome to our weekly newsletter. Here are the top stories...,0
Welcome to our weekly newsletter. Here are the top stories...,0
Your account settings have been updated as requested.,0
The project is on track for completion. Let me know if you need anything else.,0
Your latest bank statement is now available in your online banking portal.,0
Your account will be deleted if not verified: http://bankofamerica-support-741.com.pw/support/account/,1
Your password was changed successfully. No further action is needed.,0
Unlock your account by confirming your details here: http://paypal-alert-408.com.gq/alert/,1
Welcome to our weekly newsletter. Here are the top stories...,0
The project is on track for completion. Let me know if you need anything else.,0
Welcome to our weekly newsletter. Here are the top stories...,0
Security alert! Review activity: http://google-bank-431.com.ml/bank/account/,1
Your latest bank statement is now available in your online banking portal.,0
Your account settings have been updated as requested.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://google-update-954.com.xyz/update/",1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://google-bank-201.com.info/bank/account/",1
Your account is at risk. Reactivate now: http://facebook-secure-291.com.info/secure/,1
Thank you for your feedback. We appreciate your input.,0
Final notice: click here to keep your account active: http://ebay-alert-707.com.tk/alert/account/,1
Welcome to our weekly newsletter. Here are the top stories...,0
Your account settings have been updated as requested.,0
Your account settings have been updated as requested.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://google-update-970.com.tk/update/",1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Security alert! Review activity: http://microsoft-bank-891.com.tk/bank/update/,1
Your payment failed. Update your information: http://microsoft-verify-203.com.xyz/verify/,1
Your account will be deleted if not verified: http://apple-secure-327.com.ml/secure/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://facebook-support-767.com.pw/secure/",1
Your payment failed. Update your information: http://paypal-verify-525.com.pw/secure/,1
Your account is at risk. Reactivate now: http://paypal-bank-765.com.cc/bank/account/,1
Your account settings have been updated as requested.,0
Your account is at risk. Reactivate now: http://amazon-support-908.com.ml/support/account/,1
We noticed unusual login attempts. Confirm your account here: http://google-confirm-721.com.cc/confirm/account/,1
Your password was changed successfully. No further action is needed.,0
The project is on track for completion. Let me know if you need anything else.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Welcome to our weekly newsletter. Here are the top stories...,0
Your payment failed. Update your information: http://microsoft-login-357.com.cn/login/account/,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://paypal-alert-370.com.info",1
Immediate action required: reset your password at http://dropbox-confirm-746.com.ru/confirm/account/,1
Your account settings have been updated as requested.,0
You're invited to our annual event! RSVP here.,0
Unlock your account by confirming your details here: http://google-unlock-435.com.cn,1
We noticed unusual login attempts. Confirm your account here: http://apple-security-219.com.tk,1
Final notice: click here to keep your account active: http://dropbox-support-976.com.pw/secure/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://bankofamerica-bank-716.com.info/bank/update/",1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Your payment failed. Update your information: http://facebook-account-854.com.tk/account/update/,1
Your account is at risk. Reactivate now: http://paypal-security-646.com.ml/security/,1
Your account will be deleted if not verified: http://ebay-verify-864.com.gq/secure/,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://apple-account-462.com.top/account/",1
Your account settings have been updated as requested.,0
